,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
4,2015-16,2016-03-17,,Wichita State,,,Arizona,17,W,,65,55,10,,,True
5,2015-16,2016-03-17,,Yale,,,Baylor,21,W,,79,75,4,,,True
6,2015-16,2016-03-17,,Connecticut,,,Colorado,,W,,74,67,7,,,True
7,2015-16,2016-03-17,,Duke,19,,UNC Wilmington,,W,,93,85,8,,,True
8,2015-16,2016-03-17,,Indiana,14,,Chattanooga,,W,,99,74,25,,,True
9,2015-16,2016-03-17,,Iowa State,22,,Iona,,W,,94,81,13,,,True
10,2015-16,2016-03-17,,Kansas,1,,Austin Peay,,W,,105,79,26,,,True
11,2015-16,2016-03-17,,Kentucky,10,,Stony Brook,,W,,85,57,28,,,True
12,2015-16,2016-03-17,,Miami (FL),10,,Buffalo,,W,,79,72,7,,,True
13,2015-16,2016-03-17,,North Carolina,3,,Florida Gulf Coast,,W,,83,67,16,,,True
14,2015-16,2016-03-17,,Little Rock,,,Purdue,12,W,,85,83,2,,2,True
15,2015-16,2016-03-17,,Gonzaga,,,Seton Hall,20,W,,68,52,16,,,True
16,2015-16,2016-03-17,,Providence,,,Southern California,,W,,70,69,1,,,True
17,2015-16,2016-03-17,,Butler,,,Texas Tech,,W,,71,61,10,,,True
18,2015-16,2016-03-17,,Utah,13,,Fresno State,,W,,80,69,11,,,True
19,2015-16,2016-03-17,,Virginia,4,,Hampton,,W,,81,45,36,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2015-16,2016-03-18,,Hawaii,,,California,23,W,,77,66,11,,,True
22,2015-16,2016-03-18,,Syracuse,,,Dayton,,W,,70,51,19,,,True
23,2015-16,2016-03-18,,Iowa,25,,Temple,,W,,72,70,2,,1,True
24,2015-16,2016-03-18,,Maryland,18,,South Dakota State,,W,,79,74,5,,,True
25,2015-16,2016-03-18,,Middle Tennessee,,,Michigan State,2,W,,90,81,9,,,True
26,2015-16,2016-03-18,,Notre Dame,,,Michigan,,W,,70,63,7,,,True
27,2015-16,2016-03-18,,Oklahoma,7,,Cal State Bakersfield,,W,,82,68,14,,,True
28,2015-16,2016-03-18,,Oregon,5,,Holy Cross,,W,,91,52,39,,,True
29,2015-16,2016-03-18,,Virginia Commonwealth,,,Oregon State,,W,,75,67,8,,,True
30,2015-16,2016-03-18,,Saint Joseph's,,,Cincinnati,,W,,78,76,2,,,True
31,2015-16,2016-03-18,,Northern Iowa,,,Texas,,W,,75,72,3,,,True
32,2015-16,2016-03-18,,Texas A&M,15,,Green Bay,,W,,92,65,27,,,True
33,2015-16,2016-03-18,,Villanova,6,,UNC Asheville,,W,,86,56,30,,,True
34,2015-16,2016-03-18,,Stephen F. Austin,,,West Virginia,8,W,,70,56,14,,,True
35,2015-16,2016-03-18,,Wisconsin,,,Pittsburgh,,W,,47,43,4,,,True
36,2015-16,2016-03-18,,Xavier,9,,Weber State,,W,,71,53,18,,,True
37,2015-16,2016-03-19,,Duke,19,,Yale,,W,,71,64,7,,,True
